uid,City Quadrant,Ward,Household Income,Household Tenancy,Highest Obtained Education,Average Age,Living with Children,Member of Visible Minority,Gender,Average Quality of Life Rating (1-10),"Change in Quality of Life in Last 3 Years ( 1 = improved, 2 = no change, 3 = worsen)",Average Living in Calgary Rating (1-10),Average Life in Cangary Rating (1-10),Average Neighbourhood Safety Rating (1-4)
yJP79vhC,Northeast,Ward 10,"$120,000 and over (Net)",Own,Completed high school or less,66,No,No,Male,8,2,9,8,2
pQA54tkR,Northeast,Ward 5,"$60,000 to just under $75,000",Own,Completed high school or less,39,Yes,Yes,Male,7,3,9,9,2
bJE39wmX,Northeast,Ward 5,"Less than $30,000",Own,Some post secondary or college diploma,47,Yes,No,Female,5,3,5,5,3
xWV15sqW,Northwest,Ward 4,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,23,Yes,No,Male,8,2,7,7,3
mNN15apL,Northeast,Ward 10,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,47,Yes,Yes,Male,7,1,7,8,4
oQF39gzV,Northeast,Ward 5,"$75,000 to just under $90,000",Rent,Completed high school or less,36,Yes,Yes,Male,8,3,6,6,2
bLC51pbX,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,38,Yes,Yes,Male,8,1,9,9,4
tWE71rhK,Southeast,Ward 12,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,24,No,Yes,Female,7,1,8,8,4
jPR84utW,Northeast,Ward 5,"$120,000 and over (Net)",Own,Some post secondary or college diploma,49,Yes,Yes,Female,7,2,10,9,1
nPI74ocR,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed high school or less,58,No,Yes,Female,8,2,7,10,2
xIT37jwI,Northeast,Ward 3,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,57,No,Yes,Female,9,2,10,10,2
qES29apJ,Northeast,Ward 5,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,57,Yes,Yes,Female,7,1,8,8,4
sUC91xnX,Northwest,Ward 2,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,53,Yes,Don't Know,Male,7,1,5,6,2
xGC36feM,Northeast,Ward 5,"$120,000 and over (Net)",Own,Completed high school or less,56,No,No,Male,7,2,9,9,3
aVI19ycH,Northeast,Ward 10,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,52,Yes,Yes,Male,8,3,8,8,2
zYI73peX,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,56,Yes,No,Male,4,1,8,10,3
gVG33vpX,Northwest,Ward 2,"$120,000 and over (Net)",Own,Some post secondary or college diploma,37,Yes,No,Female,7,1,7,9,3
tNG90jzD,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,27,No,Yes,Female,9,1,6,8,4
sGO19nuQ,Southeast,Ward 14,Don't Know,Own,Completed university degree or post-grad degree,47,Yes,No,Male,8,2,7,8,3
kXU30coR,Northeast,Ward 9,"$105,000 to just under $120,000",Rent,Some post secondary or college diploma,62,No,No,Male,8,2,7,10,3
eUI35deS,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,69,No,No,Male,8,1,7,8,2
eQH37juR,Northwest,Ward 4,"$120,000 and over (Net)",Own,Some post secondary or college diploma,43,Yes,No,Female,8,3,7,8,4
nNG11pwP,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,,No,No,Female,7,3,5,7,2
wEL26ijK,Northwest,Ward 7,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,72,No,No,Male,7,3,9,9,4
xFA94rwD,Southwest,Ward 6,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,70,No,No,Female,10,2,10,10,4
cYI24ohS,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,59,No,No,Male,9,2,5,9,4
yXD78fmK,Southeast,Ward 11,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,75,No,No,Male,7,1,7,10,3
rQI91caR,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,52,Yes,No,Female,8,3,9,8,3
qZZ32zaS,Southwest,Ward 6,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,67,No,No,Male,6,3,4,6,4
qYT30bmN,Southwest,Ward 6,Don't Know,Own,Some post secondary or college diploma,21,Yes,Yes,Female,8,3,8,8,1
iLB86ggV,Southwest,Ward 6,"$120,000 and over (Net)",Own,Some post secondary or college diploma,61,No,No,Female,6,3,8,8,3
jDJ97yoU,Southwest,Ward 6,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,71,No,No,Female,8,2,7,7,3
yUT10gkY,Southwest,Ward 8,Don't Know,Rent,Some post secondary or college diploma,60,No,Yes,Male,7,3,10,8,4
lUW96ryT,Northwest,Ward 1,Don't Know,Own,Completed university degree or post-grad degree,51,No,No,Female,8,1,6,10,4
fNE85ylZ,Southwest,Ward 8,"$90,000 to just under $105,000",Rent,Some post secondary or college diploma,18,Yes,Yes,Female,8,1,7,9,4
oIN89wsI,Southwest,Ward 11,"Less than $30,000",Own,Completed university degree or post-grad degree,72,No,No,Female,7,3,1,5,2
rEI60umY,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,74,No,No,Male,5,3,4,7,2
sOW90rcB,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,52,Yes,No,Female,9,3,10,10,4
fMD38suN,Southwest,Ward 6,"$120,000 and over (Net)",Own,Some post secondary or college diploma,66,No,No,Male,6,3,4,6,3
fNQ76dqO,Southeast,Ward 11,Don't Know,Rent,Completed high school or less,71,No,Yes,Female,5,3,3,5,2
yMY45xcV,Southwest,Ward 6,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,72,No,No,Male,8,2,10,10,4
kLP86uhN,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,69,No,Yes,Male,7,3,7,8,4
dXF53hrN,Southeast,Ward 14,Don't Know,Own,Completed high school or less,,No,No,Female,7,2,3,5,3
xJR58qyY,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,53,Yes,No,Female,10,2,10,10,4
gMY73uoN,Southwest,Ward 6,"Less than $30,000",Own,Completed high school or less,55,No,No,Female,8,2,6,8,3
oKO15joT,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,61,No,No,Male,8,3,8,8,4
zBU71yyR,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,57,Yes,No,Male,7,3,7,7,3
eTO20zfW,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,77,No,No,Male,8,2,5,8,4
vCU93mpQ,Northeast,Ward 5,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,33,Yes,No,Female,8,2,8,8,4
hPK20ieD,Northwest,Ward 4,"Less than $30,000",Rent,Completed university degree or post-grad degree,42,Yes,No,Female,6,1,8,8,3
hXK41dqQ,Northwest,Ward 2,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,68,No,No,Female,9,2,10,10,4
bGU76mtG,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,70,No,No,Female,8,3,8,8,4
gEF61akP,Southwest,Ward 11,"Less than $30,000",Own,Completed university degree or post-grad degree,55,Yes,Yes,Female,6,3,5,5,4
xGS72arZ,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,89,No,Don't Know,Male,8,1,10,10,4
zVZ81jpD,Southwest,Ward 11,Don't Know,Own,Completed university degree or post-grad degree,,No,No,Female,8,2,8,8,4
oOT74gyH,Northwest,Ward 4,Don't Know,Own,Completed high school or less,58,No,No,Male,7,2,6,7,3
eME44zeR,Southeast,Ward 9,Don't Know,Own,Completed high school or less,68,Yes,Yes,Female,9,2,5,9,2
xQM76mlE,Northwest,Ward 4,Don't Know,Own,Some post secondary or college diploma,66,No,No,Female,5,2,8,7,3
gAS19svJ,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,41,Yes,No,Male,8,1,7,8,4
bSG59dvU,Southwest,Ward 11,Don't Know,Own,Completed high school or less,73,No,No,Female,7,3,4,6,2
pGD92ahA,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,58,No,No,Female,7,3,3,3,1
wUU55cbL,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,67,No,No,Male,7,3,5,9,4
uUZ80yqI,Northeast,Ward 7,"$120,000 and over (Net)",Neither,Some post secondary or college diploma,19,Yes,No,Male,9,2,8,8,4
tWA57qmZ,Northwest,Ward 7,"Less than $30,000",Rent,Some post secondary or college diploma,70,No,No,Male,8,2,7,7,3
eSG55nvF,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,56,No,No,Female,8,3,7,8,2
xQA69dzW,Northwest,Ward 7,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,67,No,No,Male,8,2,8,9,3
xUA58wnQ,Southwest,Ward 13,Don't Know,Own,Completed university degree or post-grad degree,47,No,Don't Know,Male,7,3,7,6,3
jCH43yaE,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,46,Yes,No,Female,5,3,5,8,2
vTP80gdY,Northwest,Ward 7,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,63,No,No,Male,8,2,8,8,3
bQE20moX,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,60,No,No,Female,7,2,8,8,4
qUQ30nuA,Northeast,Ward 10,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,39,Yes,No,Female,7,3,6,8,3
nIJ94nmA,Southwest,Ward 13,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,65,No,No,Female,4,3,1,1,2
yFH51lgF,Northeast,Ward 10,Don't Know,Own,Completed high school or less,59,No,Don't Know,Male,6,2,10,10,3
aWV83pwF,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,44,Yes,No,Female,8,1,10,10,4
eHT44esK,Northwest,Ward 2,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,76,No,No,Male,8,3,3,5,2
mSD11gyO,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed high school or less,46,Yes,No,Male,4,3,2,7,3
cDI34grC,Southeast,Ward 6,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,77,No,No,Male,9,2,10,10,4
lIJ87ugL,Northwest,Ward 7,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,60,No,No,Male,7,1,7,8,4
yIF51lzH,Northeast,Ward 7,Don't Know,Own,Completed university degree or post-grad degree,64,No,No,Male,8,2,8,8,3
gAZ81szF,Northwest,Ward 7,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,82,No,No,Male,9,3,7,7,4
yYR12jjL,Northwest,Ward 4,"Less than $30,000",Own,Completed high school or less,77,No,No,Male,10,2,8,8,3
dED73zsM,Northwest,Ward 3,"$120,000 and over (Net)",Own,Some post secondary or college diploma,50,No,No,Male,5,3,7,4,3
kRN61ogZ,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,76,No,Yes,Male,9,2,6,8,3
cVO73orB,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,45,Yes,No,Male,7,3,7,10,4
iZW91azY,Northeast,Ward 9,"Less than $30,000",Rent,Completed high school or less,62,No,No,Female,9,2,9,10,4
lJJ37ukP,Northwest,Ward 10,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,53,No,Yes,Female,6,2,8,8,1
oID45xuJ,Southwest,Ward 6,Don't Know,Own,Some post secondary or college diploma,71,No,No,Female,6,3,2,5,1
oEW27vwI,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,35,Yes,No,Female,9,1,10,10,4
dDN89jiZ,Southeast,Ward 13,"$120,000 and over (Net)",Own,Some post secondary or college diploma,23,No,Yes,Male,9,1,8,8,4
qYG37bcK,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,59,Yes,Yes,Female,7,2,6,7,3
eLA79njW,Northwest,Ward 7,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,81,No,No,Female,7,3,8,8,3
uQC59crS,Southeast,Ward 14,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,66,No,No,Female,8,2,8,8,4
aAQ63imK,Southwest,Ward 13,"$60,000 to just under $75,000",Rent,Completed university degree or post-grad degree,46,Yes,Yes,Male,6,1,9,9,4
tLD92otA,Southwest,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,37,Yes,No,Female,8,3,7,8,2
cUD77qvM,Southwest,Ward 6,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,82,No,No,Male,8,3,7,8,2
wFN68miP,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,79,No,No,Male,7,2,7,7,3
bWV81cnQ,Northwest,Ward 4,Don't Know,Own,Some post secondary or college diploma,70,No,No,Female,8,2,4,5,3
oNZ44wyB,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,52,No,No,Male,7,3,6,7,4
uAV73zfT,Southwest,Ward 6,"Less than $30,000",Own,Some post secondary or college diploma,70,No,No,Female,7,2,8,8,3
fRP16mjW,Southwest,Ward 8,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,55,No,No,Female,8,1,5,8,3
tXN30vmM,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,42,Yes,No,Female,8,2,8,8,3
oJI35mvM,Southwest,Ward 6,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,78,No,No,Female,9,2,8,8,3
jEP75adU,Southeast,Ward 9,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,60,No,Don't Know,Female,10,2,8,8,4
iQH86hkW,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,47,Yes,No,Female,8,1,9,9,4
qSI19zqP,Northwest,Ward 4,Don't Know,Own,Completed university degree or post-grad degree,85,No,Yes,Male,9,3,9,10,4
nUE28hpZ,Southeast,Ward 9,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,27,No,No,Female,7,2,9,9,3
oAE42vbB,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,47,Yes,No,Female,8,3,7,8,3
oNF89oqV,Southwest,Ward 11,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,64,No,No,Male,8,2,8,10,4
lZG96duM,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,78,No,No,Female,9,2,9,9,4
kAT93piV,Southwest,Ward 11,Don't Know,Own,Completed university degree or post-grad degree,63,No,No,Male,8,3,4,6,4
mSQ69ltV,Southeast,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,62,No,No,Male,7,3,6,7,4
rLQ10egA,Southwest,Ward 11,"$60,000 to just under $75,000",Rent,Completed university degree or post-grad degree,77,No,No,Female,9,2,10,10,3
aKB70wzS,Northeast,Ward 3,"Less than $30,000",Own,Completed high school or less,71,No,Yes,Female,4,3,1,1,2
bCD33psA,Southeast,Ward 12,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,38,Yes,No,Female,9,1,9,9,4
iIR42pjR,Southwest,Ward 6,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,52,No,No,Male,8,3,6,7,4
rUX94zkF,Southwest,Ward 6,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,80,No,No,Female,8,1,8,10,2
kRA87ctZ,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,55,No,No,Female,6,3,3,7,4
pVP99yjT,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,45,Yes,No,Male,8,2,8,8,4
yMB81uvJ,Northeast,Ward 5,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,44,Yes,No,Male,7,3,6,7,3
jXZ34brH,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,78,No,No,Male,9,1,8,9,4
aAM50gcS,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,41,Yes,No,Female,9,2,10,10,2
uSI69fiT,Southwest,Ward 11,Don't Know,Own,Completed university degree or post-grad degree,68,No,No,Female,8,2,7,8,4
wST82huV,Southwest,Ward 8,Don't Know,Own,Some post secondary or college diploma,71,No,Yes,Male,5,3,3,4,2
dBU25omZ,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,68,No,No,Male,8,3,4,7,4
vAC25ymI,Southwest,Ward 6,"$30,000 to just under $45,000",Own,Completed high school or less,71,No,Don't Know,Male,7,3,6,7,3
kIR11fxA,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,52,No,No,Male,8,2,8,8,4
aUO22hoM,Southwest,Ward 8,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,61,No,No,Female,8,2,7,10,3
cQK59slG,Southwest,Ward 8,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,55,Yes,No,Female,10,3,10,10,4
hTX15ppC,Southwest,Ward 6,"$30,000 to just under $45,000",Own,Completed high school or less,72,No,No,Male,7,3,10,10,4
cGE80arL,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,47,Yes,No,Male,7,3,8,10,4
tUU61ksM,Southwest,Ward 11,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,61,No,Yes,Female,8,3,6,8,2
rWQ90iuQ,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,42,Yes,No,Female,7,3,6,7,3
oUD22fmF,Southwest,Ward 8,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,85,No,No,Male,8,3,8,7,3
dGJ75ayK,Southwest,Ward 11,"$120,000 and over (Net)",Own,Some post secondary or college diploma,55,No,No,Female,8,2,8,8,4
dSE28okI,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,34,Yes,No,Male,9,3,9,8,3
wQG56leE,Southwest,Ward 11,Don't Know,Own,Completed university degree or post-grad degree,82,No,No,Female,6,3,7,7,2
kDC63flL,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,56,No,No,Male,8,2,10,10,4
gQH79gqS,Northeast,Ward 9,"Less than $30,000",Own,Completed university degree or post-grad degree,67,No,No,Female,6,2,10,10,2
qGL39ecY,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,40,Yes,No,Female,9,2,9,9,3
hOE11zlO,Southwest,Ward 11,Don't Know,Own,Completed high school or less,,No,Yes,Female,7,3,3,5,3
oIV94pgS,Southwest,Ward 6,"$120,000 and over (Net)",Own,Some post secondary or college diploma,46,Yes,No,Female,8,3,4,6,4
tDJ82fbN,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,63,No,Yes,Female,7,2,5,5,3
wZW39irS,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,52,No,No,Female,8,2,8,8,4
oMD35esW,Southeast,Ward 14,Don't Know,Own,Some post secondary or college diploma,55,No,No,Female,10,2,10,10,3
kFM92jrP,Northwest,Ward 2,"$90,000 to just under $105,000",Rent,Completed university degree or post-grad degree,31,No,Yes,Male,8,3,8,10,4
kIG87zjX,Southeast,Ward 11,"Less than $30,000",Own,Completed high school or less,46,Yes,Yes,Female,7,3,5,8,2
gDP71sfK,Southwest,Ward 8,Don't Know,Own,Some post secondary or college diploma,85,No,No,Female,8,2,9,9,1
jIH84dtB,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,70,No,No,Female,8,3,5,7,4
zAA83vwF,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,58,No,No,Female,7,1,7,8,3
mEC69qdB,Southwest,Ward 11,Don't Know,Own,Completed university degree or post-grad degree,57,No,No,Female,5,3,5,4,2
vWC76qnX,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,42,Yes,No,Female,8,2,9,9,3
zOC29ovA,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,65,No,No,Male,8,3,8,8,4
mEW92zeQ,Southeast,Ward 14,Don't Know,Own,Some post secondary or college diploma,40,No,No,Male,8,2,8,9,4
eOP84kmV,Southwest,Ward 11,"$30,000 to just under $45,000",Own,Completed high school or less,73,No,No,Male,9,2,10,10,3
iFH93jmM,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,64,No,No,Male,9,2,8,9,4
